datetime,price_eur_mwh
2024-01-01 00:00:00,114.45013781650374
2024-01-01 00:15:00,117.04201159323966
2024-01-01 00:30:00,101.39729997868413
2024-01-01 00:45:00,119.00827276158833
2024-01-01 01:00:00,120.17426304429306
2024-01-01 01:15:00,135.32940666514443
2024-01-01 01:30:00,123.48561141700752
2024-01-01 01:45:00,100.10023584611835
2024-01-01 02:00:00,41.64961747312993
2024-01-01 02:15:00,44.246686289995786
2024-01-01 02:30:00,40.96209005264194
2024-01-01 02:45:00,49.38220814400495
2024-01-01 03:00:00,43.000695035068375
2024-01-01 03:15:00,46.14692532998697
2024-01-01 03:30:00,42.777222558983205
2024-01-01 03:45:00,43.75955741649145
2024-01-01 04:00:00,40.52248682269212
2024-01-01 04:15:00,48.929297709305075
2024-01-01 04:30:00,46.57861823011225
2024-01-01 04:45:00,47.93199097652834
2024-01-01 05:00:00,41.36287036629736
2024-01-01 05:15:00,40.4080800787174
2024-01-01 05:30:00,45.11947703252583
2024-01-01 05:45:00,48.74958914689817
2024-01-01 06:00:00,132.5547820092939
2024-01-01 06:15:00,119.71636179753659
2024-01-01 06:30:00,110.34256308487755
2024-01-01 06:45:00,105.54942694538519
2024-01-01 07:00:00,121.98235229229596
2024-01-01 07:15:00,130.10949027010355
2024-01-01 07:30:00,121.35072718717458
2024-01-01 07:45:00,114.00566511785527
2024-01-01 08:00:00,107.59757956999773
2024-01-01 08:15:00,114.03058887004865
2024-01-01 08:30:00,130.05918715347204
2024-01-01 08:45:00,110.7188350416686
2024-01-01 09:00:00,100.34735529841015
2024-01-01 09:15:00,110.68242754286074
2024-01-01 09:30:00,114.60456447262962
2024-01-01 09:45:00,109.91714760022992
2024-01-01 10:00:00,109.70783950199414
2024-01-01 10:15:00,117.65757962963704
2024-01-01 10:30:00,133.41673163199482
2024-01-01 10:45:00,113.1146679580718
2024-01-01 11:00:00,119.47356929394776
2024-01-01 11:15:00,135.88820915305274
2024-01-01 11:30:00,107.97154362973858
2024-01-01 11:45:00,115.69954583597797
2024-01-01 12:00:00,110.62293665587217
2024-01-01 12:15:00,138.4413769274375
2024-01-01 12:30:00,120.38061727457102
2024-01-01 12:45:00,126.87579230801117
2024-01-01 13:00:00,109.23127402508482
2024-01-01 13:15:00,101.85277131954534
2024-01-01 13:30:00,138.10191144900912
2024-01-01 13:45:00,114.17768521735945
2024-01-01 14:00:00,125.44897891390906
2024-01-01 14:15:00,120.85877700618997
2024-01-01 14:30:00,138.35067903621845
2024-01-01 14:45:00,120.33770381861014
2024-01-01 15:00:00,117.76615732234532
2024-01-01 15:15:00,112.08979178912446
2024-01-01 15:30:00,137.01978492201408
2024-01-01 15:45:00,124.93036786075882
2024-01-01 16:00:00,131.89732930019596
2024-01-01 16:15:00,123.63455171878456
2024-01-01 16:30:00,131.7994831228654
2024-01-01 16:45:00,114.6373788659779
2024-01-01 17:00:00,120.47837105054262
2024-01-01 17:15:00,102.39396859055711
2024-01-01 17:30:00,113.18713004067507
2024-01-01 17:45:00,129.06518779895256
2024-01-01 18:00:00,231.36401698478986
2024-01-01 18:15:00,232.12963448422644
2024-01-01 18:30:00,232.31466713580076
2024-01-01 18:45:00,241.60528807189058
2024-01-01 19:00:00,243.45934731693677
2024-01-01 19:15:00,239.2595866927572
2024-01-01 19:30:00,233.12735903117385
2024-01-01 19:45:00,244.29721523182164
2024-01-01 20:00:00,246.5777079031017
2024-01-01 20:15:00,232.80784271431168
2024-01-01 20:30:00,248.5011926136676
2024-01-01 20:45:00,245.87443699534407
2024-01-01 21:00:00,248.83755810130637
2024-01-01 21:15:00,248.09828331317206
2024-01-01 21:30:00,230.02216712003644
2024-01-01 21:45:00,236.15278855669328
2024-01-01 22:00:00,106.80808779132957
2024-01-01 22:15:00,132.60282761081498
2024-01-01 22:30:00,130.46956250936395
2024-01-01 22:45:00,102.88446334259339
2024-01-01 23:00:00,136.36395433420495
2024-01-01 23:15:00,119.46764898306058
2024-01-01 23:30:00,117.87328109829178
2024-01-01 23:45:00,100.8269662289135
